roc_auc,average_precision,F1,F1_macro,precision,recall,balanced_accuracy,accuracy,matthews_corrcoef
0.9622461623998734,0.8169747946831938,0.5807407407407408,0.7576498246425406,0.43338861249309013,0.8799102132435466,0.8836858927438638,0.8867886788678868,0.5679301904173767
