roc_auc,average_precision,F1,F1_macro,precision,recall,balanced_accuracy,accuracy,matthews_corrcoef
0.9615461204540401,0.8180281086358999,0.7210702341137124,0.8492666741016597,0.8923841059602649,0.6049382716049383,0.7989008441906993,0.9582958295829583,0.7148923319049997
