roc_auc,average_precision,F1,F1_macro,precision,recall,balanced_accuracy,accuracy,matthews_corrcoef
0.9621639712402412,0.8174363647103797,0.5844544095665172,0.760129294611223,0.4380952380952381,0.877665544332211,0.8837712877567949,0.8887888788878888,0.5710266515963031
