roc_auc,average_precision,F1,F1_macro,precision,recall,balanced_accuracy,accuracy,matthews_corrcoef
0.9621793743811018,0.817397441907497,0.5828996282527881,0.7590370570198537,0.4357976653696498,0.8799102132435466,0.884234860684136,0.8877887788778878,0.5699734360247845
