roc_auc,average_precision,F1,F1_macro,precision,recall,balanced_accuracy,accuracy,matthews_corrcoef
0.9805513166111908,0.8915212796663208,0.8005354752342704,0.8922154246037326,0.9917081260364843,0.6711560044893379,0.8353035182745328,0.9701970197019701,0.802579955422762
